algorithm,n_nodes,c,seed,total_time,K,history
nads_binary_search,12,5,1,12.0001,5,"[[12, 0.0], [7, 0.001], [6, 0.0018], [5, 0.0026], [5, 12.0001]]"
betweenness,12,5,42,0.0005,10,"[[12, 0.0], [10, 0.0002], [10, 0.0005]]"
degree,12,5,42,0.0002,10,"[[12, 0.0], [10, 0.0001], [10, 0.0002]]"
degree_connected,12,5,42,0.0002,10,"[[12, 0.0], [10, 0.0001], [10, 0.0002]]"
degree_discount,12,5,42,0.0006,8,"[[12, 0.0], [9, 0.0002], [8, 0.0006], [8, 0.0006]]"
degree_threshold,12,5,42,0.0002,8,"[[12, 0.0], [8, 0.0001], [8, 0.0002]]"
exact_ip,12,5,42,8.1889,5,"[[5, 8.1889]]"
goldberg_liu,12,5,42,0.0065,6,"[[12, 0.0], [9, 0.0016], [6, 0.0065], [6, 0.0065]]"
high_thetas,12,5,42,0.0002,5,"[[12, 0.0], [6, 0.0001], [5, 0.0002], [5, 0.0002]]"
nads_binary_search,12,5,42,12.0003,5,"[[12, 0.0], [8, 0.0011], [7, 0.003], [6, 0.004], [5, 0.0049], [5, 12.0003]]"
betweenness,12,5,53,0.0007,6,"[[12, 0.0], [6, 0.0002], [6, 0.0007]]"
degree,12,5,53,0.0002,6,"[[12, 0.0], [6, 0.0001], [6, 0.0002]]"
degree_connected,12,5,53,0.0002,6,"[[12, 0.0], [6, 0.0001], [6, 0.0002]]"
degree_discount,12,5,53,0.0004,8,"[[12, 0.0], [8, 0.0002], [8, 0.0004]]"
degree_threshold,12,5,53,0.0003,5,"[[12, 0.0], [6, 0.0001], [5, 0.0003], [5, 0.0003]]"
exact_ip,12,5,53,3.223,5,"[[5, 3.223]]"
goldberg_liu,12,5,53,0.0069,6,"[[12, 0.0], [9, 0.0016], [6, 0.0065], [6, 0.0069]]"
high_thetas,12,5,53,0.0002,5,"[[12, 0.0], [6, 0.0001], [5, 0.0002], [5, 0.0002]]"
nads_binary_search,12,5,53,12.0002,4,"[[12, 0.0], [6, 0.0002], [5, 0.0017], [4, 0.1359], [4, 12.0002]]"
betweenness,12,5,99,0.0004,9,"[[12, 0.0], [10, 0.0002], [9, 0.0004], [9, 0.0004]]"
degree,12,5,99,0.0002,10,"[[12, 0.0], [11, 0.0001], [10, 0.0001], [10, 0.0002]]"
degree_connected,12,5,99,0.0002,10,"[[12, 0.0], [11, 0.0001], [10, 0.0001], [10, 0.0002]]"
degree_discount,12,5,99,0.0006,10,"[[12, 0.0], [10, 0.0002], [10, 0.0006]]"
degree_threshold,12,5,99,0.0001,9,"[[12, 0.0], [10, 0.0001], [9, 0.0001], [9, 0.0001]]"
exact_ip,12,5,99,10.9391,7,"[[7, 10.9391]]"
goldberg_liu,12,5,99,0.0066,8,"[[12, 0.0], [10, 0.0016], [8, 0.0063], [8, 0.0066]]"
high_thetas,12,5,99,0.0002,7,"[[12, 0.0], [10, 0.0001], [8, 0.0001], [7, 0.0002], [7, 0.0002]]"
nads_binary_search,12,5,99,12.0001,5,"[[12, 0.0], [10, 0.0011], [9, 0.0019], [8, 0.0028], [7, 0.0038], [6, 0.0369], [5, 0.2326], [5, 12.0001]]"
betweenness,12,5,101,0.0005,10,"[[12, 0.0], [10, 0.0002], [10, 0.0005]]"
degree,12,5,101,0.0001,9,"[[12, 0.0], [11, 0.0001], [9, 0.0001], [9, 0.0001]]"
degree_connected,12,5,101,0.0001,9,"[[12, 0.0], [11, 0.0001], [9, 0.0001], [9, 0.0001]]"
degree_discount,12,5,101,0.0005,9,"[[12, 0.0], [10, 0.0002], [9, 0.0005], [9, 0.0005]]"
degree_threshold,12,5,101,0.0002,8,"[[12, 0.0], [10, 0.0001], [8, 0.0001], [8, 0.0002]]"
exact_ip,12,5,101,17.8744,6,"[[6, 17.8744]]"
goldberg_liu,12,5,101,0.0042,7,"[[12, 0.0], [10, 0.0016], [7, 0.0041], [7, 0.0042]]"
high_thetas,12,5,101,0.0002,6,"[[12, 0.0], [6, 0.0001], [6, 0.0002]]"
nads_binary_search,12,5,101,12.0004,5,"[[12, 0.0], [10, 0.0011], [8, 0.0011], [7, 0.003], [6, 0.0039], [5, 0.0977], [5, 12.0004]]"
betweenness,15,1,1,0.0011,5,"[[15, 0.0], [8, 0.0003], [6, 0.0008], [5, 0.0011], [5, 0.0011]]"
degree,15,1,1,0.0003,7,"[[15, 0.0], [8, 0.0001], [7, 0.0003], [7, 0.0003]]"
degree_connected,15,1,1,0.0003,7,"[[15, 0.0], [8, 0.0001], [7, 0.0003], [7, 0.0003]]"
degree_discount,15,1,1,0.001,7,"[[15, 0.0], [8, 0.0003], [7, 0.001], [7, 0.001]]"
degree_threshold,15,1,1,0.0005,3,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [3, 0.0005], [3, 0.0005]]"
exact_ip,15,1,1,55.655,2,"[[2, 55.655]]"
goldberg_liu,15,1,1,0.0125,3,"[[15, 0.0], [8, 0.0027], [3, 0.0121], [3, 0.0125]]"
high_thetas,15,1,1,0.0004,2,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [2, 0.0003], [2, 0.0004]]"
nads_binary_search,15,1,1,15.0001,2,"[[15, 0.0], [8, 0.0002], [4, 0.0004], [3, 0.0011], [2, 0.0018], [2, 15.0001]]"
betweenness,15,1,42,0.0008,9,"[[15, 0.0], [13, 0.0003], [10, 0.0005], [9, 0.0008], [9, 0.0008]]"
degree,15,1,42,0.0002,10,"[[15, 0.0], [13, 0.0001], [10, 0.0002], [10, 0.0002]]"
degree_connected,15,1,42,0.0003,10,"[[15, 0.0], [13, 0.0001], [10, 0.0002], [10, 0.0003]]"
degree_discount,15,1,42,0.001,7,"[[15, 0.0], [8, 0.0003], [7, 0.001], [7, 0.001]]"
degree_threshold,15,1,42,0.0004,6,"[[15, 0.0], [8, 0.0001], [6, 0.0003], [6, 0.0004]]"
exact_ip,15,1,42,60.004,3,"[[3, 60.004]]"
goldberg_liu,15,1,42,0.015,5,"[[15, 0.0], [9, 0.0028], [7, 0.0141], [6, 0.0144], [5, 0.0147], [5, 0.015]]"
high_thetas,15,1,42,0.0004,2,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [2, 0.0004], [2, 0.0004]]"
nads_binary_search,15,1,42,15.0,2,"[[15, 0.0], [8, 0.0003], [6, 0.0014], [5, 0.0036], [4, 0.0048], [3, 0.0126], [2, 0.0132], [2, 15.0]]"
betweenness,15,1,53,0.0011,3,"[[15, 0.0], [8, 0.0003], [4, 0.0005], [3, 0.0011], [3, 0.0011]]"
degree,15,1,53,0.0004,4,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [4, 0.0004]]"
degree_connected,15,1,53,0.0004,4,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [4, 0.0004]]"
degree_discount,15,1,53,0.001,4,"[[15, 0.0], [8, 0.0003], [4, 0.0006], [4, 0.001]]"
degree_threshold,15,1,53,0.0004,4,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [4, 0.0004]]"
exact_ip,15,1,53,60.0079,3,"[[3, 60.0079]]"
goldberg_liu,15,1,53,0.0125,4,"[[15, 0.0], [8, 0.0028], [4, 0.0124], [4, 0.0125]]"
high_thetas,15,1,53,0.0004,3,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [3, 0.0004], [3, 0.0004]]"
nads_binary_search,15,1,53,15.0,2,"[[15, 0.0], [8, 0.0003], [4, 0.0006], [3, 0.0042], [2, 0.0676], [2, 15.0]]"
betweenness,15,1,99,0.0007,11,"[[15, 0.0], [11, 0.0003], [11, 0.0007]]"
degree,15,1,99,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_connected,15,1,99,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_discount,15,1,99,0.0007,11,"[[15, 0.0], [11, 0.0003], [11, 0.0007]]"
degree_threshold,15,1,99,0.0002,9,"[[15, 0.0], [10, 0.0001], [9, 0.0002], [9, 0.0002]]"
exact_ip,15,1,99,60.005,5,"[[5, 60.005]]"
goldberg_liu,15,1,99,0.0128,6,"[[15, 0.0], [10, 0.0028], [6, 0.0127], [6, 0.0128]]"
high_thetas,15,1,99,0.0004,6,"[[15, 0.0], [8, 0.0001], [6, 0.0003], [6, 0.0004]]"
nads_binary_search,15,1,99,15.0001,4,"[[15, 0.0], [10, 0.0024], [9, 0.0026], [8, 0.0047], [7, 0.0068], [6, 0.0089], [5, 0.0728], [4, 0.1586], [4, 15.0001]]"
betweenness,15,1,101,0.001,6,"[[15, 0.0], [8, 0.0003], [6, 0.0008], [6, 0.001]]"
degree,15,1,101,0.0003,5,"[[15, 0.0], [8, 0.0001], [6, 0.0002], [5, 0.0003], [5, 0.0003]]"
degree_connected,15,1,101,0.0004,5,"[[15, 0.0], [8, 0.0001], [6, 0.0003], [5, 0.0004], [5, 0.0004]]"
degree_discount,15,1,101,0.0011,5,"[[15, 0.0], [8, 0.0003], [6, 0.0008], [5, 0.0011], [5, 0.0011]]"
degree_threshold,15,1,101,0.0004,4,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [4, 0.0004]]"
exact_ip,15,1,101,60.0105,4,"[[4, 60.0105]]"
goldberg_liu,15,1,101,0.0132,4,"[[15, 0.0], [8, 0.0025], [4, 0.013], [4, 0.0132]]"
high_thetas,15,1,101,0.0003,4,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [4, 0.0003]]"
nads_binary_search,15,1,101,15.0,2,"[[15, 0.0], [8, 0.0003], [4, 0.0006], [3, 0.017], [2, 0.0484], [2, 15.0]]"
betweenness,15,2,1,0.0003,9,"[[15, 0.0], [9, 0.0003], [9, 0.0003]]"
degree,15,2,1,0.0001,9,"[[15, 0.0], [9, 0.0001], [9, 0.0001]]"
degree_connected,15,2,1,0.0001,9,"[[15, 0.0], [9, 0.0001], [9, 0.0001]]"
degree_discount,15,2,1,0.0003,9,"[[15, 0.0], [9, 0.0003], [9, 0.0003]]"
degree_threshold,15,2,1,0.0003,6,"[[15, 0.0], [8, 0.0001], [7, 0.0002], [6, 0.0003], [6, 0.0003]]"
exact_ip,15,2,1,60.0078,4,"[[4, 60.0078]]"
goldberg_liu,15,2,1,0.012,5,"[[15, 0.0], [8, 0.0027], [5, 0.0119], [5, 0.012]]"
high_thetas,15,2,1,0.0004,4,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [4, 0.0004]]"
nads_binary_search,15,2,1,15.0002,4,"[[15, 0.0], [8, 0.0003], [7, 0.002], [6, 0.0037], [5, 0.0055], [4, 0.007], [4, 15.0002]]"
betweenness,15,2,42,0.001,13,"[[15, 0.0], [13, 0.0003], [13, 0.001]]"
degree,15,2,42,0.0003,13,"[[15, 0.0], [13, 0.0001], [13, 0.0003]]"
degree_connected,15,2,42,0.0003,13,"[[15, 0.0], [13, 0.0001], [13, 0.0003]]"
degree_discount,15,2,42,0.0004,9,"[[15, 0.0], [9, 0.0003], [9, 0.0004]]"
degree_threshold,15,2,42,0.0001,9,"[[15, 0.0], [9, 0.0001], [9, 0.0001]]"
exact_ip,15,2,42,60.007,4,"[[4, 60.007]]"
goldberg_liu,15,2,42,0.0127,5,"[[15, 0.0], [11, 0.0027], [5, 0.0122], [5, 0.0127]]"
high_thetas,15,2,42,0.0002,5,"[[15, 0.0], [8, 0.0001], [5, 0.0002], [5, 0.0002]]"
nads_binary_search,15,2,42,15.0,3,"[[15, 0.0], [9, 0.0026], [8, 0.005], [7, 0.0072], [6, 0.0093], [5, 0.0111], [4, 0.2125], [3, 0.4939], [3, 15.0]]"
betweenness,15,2,53,0.0011,4,"[[15, 0.0], [8, 0.0003], [4, 0.0006], [4, 0.0011]]"
degree,15,2,53,0.0002,9,"[[15, 0.0], [11, 0.0001], [9, 0.0002], [9, 0.0002]]"
degree_connected,15,2,53,0.0002,9,"[[15, 0.0], [11, 0.0001], [9, 0.0002], [9, 0.0002]]"
degree_discount,15,2,53,0.001,5,"[[15, 0.0], [8, 0.0003], [6, 0.0007], [5, 0.001], [5, 0.001]]"
degree_threshold,15,2,53,0.0004,6,"[[15, 0.0], [8, 0.0001], [6, 0.0003], [6, 0.0004]]"
exact_ip,15,2,53,60.0088,4,"[[4, 60.0088]]"
goldberg_liu,15,2,53,0.013,5,"[[15, 0.0], [9, 0.0028], [5, 0.0125], [5, 0.013]]"
high_thetas,15,2,53,0.0003,5,"[[15, 0.0], [8, 0.0001], [6, 0.0002], [5, 0.0003], [5, 0.0003]]"
nads_binary_search,15,2,53,15.0002,3,"[[15, 0.0], [8, 0.0003], [6, 0.0022], [5, 0.0059], [4, 0.0145], [3, 0.0291], [3, 15.0001]]"
betweenness,15,2,99,0.0008,11,"[[15, 0.0], [11, 0.0003], [11, 0.0008]]"
degree,15,2,99,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_connected,15,2,99,0.0003,11,"[[15, 0.0], [11, 0.0001], [11, 0.0003]]"
degree_discount,15,2,99,0.0005,9,"[[15, 0.0], [11, 0.0003], [9, 0.0005], [9, 0.0005]]"
degree_threshold,15,2,99,0.0002,10,"[[15, 0.0], [10, 0.0001], [10, 0.0002]]"
exact_ip,15,2,99,47.617,6,"[[6, 47.617]]"
goldberg_liu,15,2,99,0.0132,7,"[[15, 0.0], [10, 0.0028], [7, 0.013], [7, 0.0132]]"
high_thetas,15,2,99,0.0003,6,"[[15, 0.0], [8, 0.0001], [6, 0.0003], [6, 0.0003]]"
nads_binary_search,15,2,99,15.0001,5,"[[15, 0.0], [10, 0.0017], [9, 0.0046], [8, 0.0061], [7, 0.0076], [6, 0.0091], [5, 1.2707], [5, 15.0001]]"
betweenness,15,2,101,0.0007,11,"[[15, 0.0], [11, 0.0003], [11, 0.0007]]"
degree,15,2,101,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_connected,15,2,101,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_discount,15,2,101,0.0003,9,"[[15, 0.0], [9, 0.0003], [9, 0.0003]]"
degree_threshold,15,2,101,0.0004,6,"[[15, 0.0], [8, 0.0001], [7, 0.0002], [6, 0.0004], [6, 0.0004]]"
exact_ip,15,2,101,60.011,4,"[[4, 60.011]]"
goldberg_liu,15,2,101,0.0132,5,"[[15, 0.0], [9, 0.0025], [6, 0.0127], [5, 0.0129], [5, 0.0132]]"
high_thetas,15,2,101,0.0003,4,"[[15, 0.0], [8, 0.0001], [4, 0.0002], [4, 0.0003]]"
nads_binary_search,15,2,101,15.0002,3,"[[15, 0.0], [8, 0.0003], [7, 0.0019], [6, 0.0035], [5, 0.0051], [4, 0.0066], [3, 0.0348], [3, 15.0002]]"
betweenness,15,5,1,0.0005,10,"[[15, 0.0], [10, 0.0003], [10, 0.0005]]"
degree,15,5,1,0.0001,10,"[[15, 0.0], [10, 0.0001], [10, 0.0001]]"
degree_connected,15,5,1,0.0002,10,"[[15, 0.0], [10, 0.0001], [10, 0.0002]]"
degree_discount,15,5,1,0.0005,9,"[[15, 0.0], [10, 0.0003], [9, 0.0005], [9, 0.0005]]"
degree_threshold,15,5,1,0.0004,7,"[[15, 0.0], [8, 0.0001], [7, 0.0002], [7, 0.0004]]"
exact_ip,15,5,1,23.5448,5,"[[5, 23.5448]]"
goldberg_liu,15,5,1,0.0125,6,"[[15, 0.0], [9, 0.0027], [6, 0.0122], [6, 0.0125]]"
high_thetas,15,5,1,0.0002,5,"[[15, 0.0], [8, 0.0001], [6, 0.0001], [5, 0.0002], [5, 0.0002]]"
nads_binary_search,15,5,1,15.0006,5,"[[15, 0.0], [8, 0.0003], [7, 0.002], [6, 0.0073], [5, 0.009], [5, 15.0006]]"
betweenness,15,5,42,0.0011,13,"[[15, 0.0], [13, 0.0003], [13, 0.0011]]"
degree,15,5,42,0.0003,13,"[[15, 0.0], [13, 0.0001], [13, 0.0003]]"
degree_connected,15,5,42,0.0003,13,"[[15, 0.0], [13, 0.0001], [13, 0.0003]]"
degree_discount,15,5,42,0.0009,11,"[[15, 0.0], [11, 0.0003], [11, 0.0009]]"
degree_threshold,15,5,42,0.0003,11,"[[15, 0.0], [11, 0.0001], [11, 0.0003]]"
exact_ip,15,5,42,22.9839,6,"[[6, 22.9839]]"
goldberg_liu,15,5,42,0.014,7,"[[15, 0.0], [12, 0.0031], [7, 0.0139], [7, 0.014]]"
high_thetas,15,5,42,0.0004,7,"[[15, 0.0], [8, 0.0001], [7, 0.0004], [7, 0.0004]]"
nads_binary_search,15,5,42,15.0003,6,"[[15, 0.0], [11, 0.0028], [10, 0.0101], [9, 0.0126], [8, 0.0151], [7, 0.0175], [6, 1.4671], [6, 15.0003]]"
betweenness,15,5,53,0.0011,7,"[[15, 0.0], [8, 0.0003], [7, 0.0006], [7, 0.0011]]"
degree,15,5,53,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_connected,15,5,53,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_discount,15,5,53,0.0005,10,"[[15, 0.0], [10, 0.0003], [10, 0.0005]]"
degree_threshold,15,5,53,0.0003,8,"[[15, 0.0], [8, 0.0001], [8, 0.0003]]"
exact_ip,15,5,53,28.1588,6,"[[6, 28.1588]]"
goldberg_liu,15,5,53,0.0128,7,"[[15, 0.0], [9, 0.0029], [7, 0.0127], [7, 0.0128]]"
high_thetas,15,5,53,0.0003,7,"[[15, 0.0], [8, 0.0001], [7, 0.0003], [7, 0.0003]]"
nads_binary_search,15,5,53,15.0001,5,"[[15, 0.0], [8, 0.0003], [7, 0.0091], [6, 0.0956], [5, 0.7358], [5, 15.0]]"
betweenness,15,5,99,0.0007,11,"[[15, 0.0], [11, 0.0003], [11, 0.0007]]"
degree,15,5,99,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_connected,15,5,99,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_discount,15,5,99,0.0005,9,"[[15, 0.0], [10, 0.0003], [9, 0.0005], [9, 0.0005]]"
degree_threshold,15,5,99,0.0002,9,"[[15, 0.0], [10, 0.0001], [9, 0.0002], [9, 0.0002]]"
exact_ip,15,5,99,60.01,6,"[[6, 60.01]]"
goldberg_liu,15,5,99,0.013,7,"[[15, 0.0], [10, 0.0028], [7, 0.0127], [7, 0.013]]"
high_thetas,15,5,99,0.0003,6,"[[15, 0.0], [8, 0.0001], [6, 0.0002], [6, 0.0003]]"
nads_binary_search,15,5,99,15.0001,4,"[[15, 0.0], [10, 0.0024], [9, 0.0026], [8, 0.0047], [7, 0.0068], [6, 0.0089], [5, 0.0822], [4, 0.3755], [4, 15.0001]]"
betweenness,15,5,101,0.0007,11,"[[15, 0.0], [11, 0.0003], [11, 0.0007]]"
degree,15,5,101,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_connected,15,5,101,0.0002,11,"[[15, 0.0], [11, 0.0001], [11, 0.0002]]"
degree_discount,15,5,101,0.0007,11,"[[15, 0.0], [12, 0.0003], [11, 0.0007], [11, 0.0007]]"
degree_threshold,15,5,101,0.0002,9,"[[15, 0.0], [10, 0.0001], [9, 0.0002], [9, 0.0002]]"
exact_ip,15,5,101,19.3251,5,"[[5, 19.3251]]"
goldberg_liu,15,5,101,0.0113,6,"[[15, 0.0], [11, 0.0026], [6, 0.0113], [6, 0.0113]]"
high_thetas,15,5,101,0.0004,5,"[[15, 0.0], [8, 0.0001], [6, 0.0003], [5, 0.0004], [5, 0.0004]]"
nads_binary_search,15,5,101,15.0002,4,"[[15, 0.0], [10, 0.0029], [9, 0.0032], [8, 0.006], [7, 0.0083], [6, 0.0109], [5, 0.0134], [4, 0.0293], [4, 15.0002]]"
