algorithm,n_nodes,c,seed,total_time,K,history
high_thetas,400,20,13,0.027,70,"[[400, 0.0], [200, 0.0009], [100, 0.0029], [75, 0.0071], [71, 0.0173], [70, 0.027], [70, 0.027]]"
betweenness,400,20,17,0.6601,209,"[[400, 0.0], [209, 0.1312], [209, 0.6601]]"
degree,400,20,17,0.0067,223,"[[400, 0.0], [223, 0.0012], [223, 0.0067]]"
degree_connected,400,20,17,0.1876,224,"[[400, 0.0], [224, 0.0283], [224, 0.1876]]"
degree_discount,400,20,17,0.021,208,"[[400, 0.0], [208, 0.0054], [208, 0.021]]"
degree_threshold,400,20,17,0.0028,203,"[[400, 0.0], [203, 0.001], [203, 0.0028]]"
high_thetas,400,20,17,0.017,74,"[[400, 0.0], [200, 0.0009], [100, 0.0035], [75, 0.0087], [74, 0.017], [74, 0.017]]"
betweenness,400,20,42,0.6429,210,"[[400, 0.0], [210, 0.1292], [210, 0.6429]]"
degree,400,20,42,0.0062,209,"[[400, 0.0], [209, 0.0013], [209, 0.0062]]"
degree_connected,400,20,42,0.1448,209,"[[400, 0.0], [209, 0.0281], [209, 0.1448]]"
degree_discount,400,20,42,0.0198,206,"[[400, 0.0], [206, 0.0053], [206, 0.0198]]"
degree_threshold,400,20,42,0.0018,202,"[[400, 0.0], [202, 0.0009], [202, 0.0018]]"
high_thetas,400,20,42,0.0187,72,"[[400, 0.0], [200, 0.0009], [100, 0.0029], [75, 0.0077], [73, 0.0139], [72, 0.0187], [72, 0.0187]]"
betweenness,400,20,53,0.6234,209,"[[400, 0.0], [209, 0.1256], [209, 0.6234]]"
degree,400,20,53,0.0071,211,"[[400, 0.0], [211, 0.0014], [211, 0.0071]]"
degree_connected,400,20,53,0.1475,211,"[[400, 0.0], [211, 0.0284], [211, 0.1475]]"
degree_discount,400,20,53,0.0212,207,"[[400, 0.0], [207, 0.0053], [207, 0.0212]]"
degree_threshold,400,20,53,0.0027,204,"[[400, 0.0], [204, 0.0009], [204, 0.0027]]"
high_thetas,400,20,53,0.0152,59,"[[400, 0.0], [200, 0.0008], [100, 0.0025], [75, 0.0055], [62, 0.0094], [59, 0.0146], [59, 0.0152]]"
betweenness,400,20,99,0.497,207,"[[400, 0.0], [207, 0.1242], [207, 0.4969]]"
degree,400,20,99,0.0055,207,"[[400, 0.0], [207, 0.0014], [207, 0.0055]]"
degree_connected,400,20,99,0.1145,207,"[[400, 0.0], [207, 0.0281], [207, 0.1145]]"
degree_discount,400,20,99,0.0243,210,"[[400, 0.0], [210, 0.0049], [210, 0.0243]]"
degree_threshold,400,20,99,0.0093,107,"[[400, 0.0], [200, 0.001], [107, 0.0032], [107, 0.0093]]"
high_thetas,400,20,99,0.0197,90,"[[400, 0.0], [200, 0.0009], [100, 0.0038], [93, 0.0113], [90, 0.0153], [90, 0.0197]]"
betweenness,400,20,101,0.7435,222,"[[400, 0.0], [222, 0.1251], [222, 0.7435]]"
degree,400,20,101,0.006,225,"[[400, 0.0], [225, 0.0011], [225, 0.006]]"
degree_connected,400,20,101,0.186,225,"[[400, 0.0], [225, 0.0282], [225, 0.186]]"
degree_discount,400,20,101,0.0249,219,"[[400, 0.0], [222, 0.005], [219, 0.0099], [219, 0.0249]]"
degree_threshold,400,20,101,0.0036,207,"[[400, 0.0], [207, 0.0009], [207, 0.0036]]"
high_thetas,400,20,101,0.0129,82,"[[400, 0.0], [200, 0.0008], [100, 0.0028], [87, 0.0064], [84, 0.0098], [82, 0.0129], [82, 0.0129]]"
betweenness,600,1,1,1.7501,172,"[[600, 0.0], [300, 0.2887], [183, 0.5834], [172, 0.8773], [172, 1.7501]]"
degree,600,1,1,0.008,304,"[[600, 0.0], [304, 0.0027], [304, 0.008]]"
degree_connected,600,1,1,0.2217,155,"[[600, 0.0], [300, 0.0835], [155, 0.1175], [155, 0.2217]]"
degree_discount,600,1,1,0.0981,182,"[[600, 0.0], [300, 0.01], [182, 0.0246], [182, 0.0981]]"
degree_threshold,600,1,1,0.0336,80,"[[600, 0.0], [300, 0.0021], [150, 0.006], [80, 0.0132], [80, 0.0336]]"
high_thetas,600,1,1,0.063,87,"[[600, 0.0], [300, 0.0014], [150, 0.0045], [112, 0.0118], [93, 0.024], [88, 0.0426], [87, 0.063], [87, 0.063]]"
betweenness,600,1,2,1.7608,151,"[[600, 0.0], [300, 0.2895], [175, 0.5833], [162, 0.875], [156, 1.1711], [153, 1.4653], [151, 1.7608], [151, 1.7608]]"
degree,600,1,2,0.0353,160,"[[600, 0.0], [300, 0.0024], [176, 0.008], [163, 0.0138], [161, 0.0295], [160, 0.0353], [160, 0.0353]]"
degree_connected,600,1,2,0.2609,151,"[[600, 0.0], [300, 0.0838], [176, 0.1176], [163, 0.1548], [156, 0.1908], [153, 0.2259], [151, 0.2609], [151, 0.2609]]"
degree_discount,600,1,2,0.1827,125,"[[600, 0.0], [300, 0.0108], [150, 0.0288], [125, 0.0626], [125, 0.1827]]"
degree_threshold,600,1,2,0.0813,62,"[[600, 0.0], [300, 0.0016], [150, 0.0048], [75, 0.0111], [63, 0.0308], [62, 0.0813], [62, 0.0813]]"
high_thetas,600,1,2,0.0359,103,"[[600, 0.0], [300, 0.0013], [150, 0.0045], [112, 0.0121], [107, 0.0212], [104, 0.0285], [103, 0.0359], [103, 0.0359]]"
betweenness,600,1,3,0.5733,302,"[[600, 0.0], [302, 0.2849], [302, 0.5733]]"
degree,600,1,3,0.0048,302,"[[600, 0.0], [302, 0.0024], [302, 0.0048]]"
degree_connected,600,1,3,0.1646,302,"[[600, 0.0], [302, 0.0823], [302, 0.1646]]"
degree_discount,600,1,3,0.0382,152,"[[600, 0.0], [300, 0.0094], [152, 0.0247], [152, 0.0382]]"
degree_threshold,600,1,3,0.0032,302,"[[600, 0.0], [302, 0.0016], [302, 0.0032]]"
high_thetas,600,1,3,0.0346,116,"[[600, 0.0], [300, 0.0016], [150, 0.0047], [131, 0.012], [121, 0.0176], [116, 0.0263], [116, 0.0346]]"
betweenness,600,1,7,2.6851,82,"[[600, 0.0], [300, 0.2968], [150, 0.5911], [112, 1.1836], [93, 1.4819], [84, 1.7841], [82, 2.6851], [82, 2.6851]]"
degree,600,1,7,0.0963,86,"[[600, 0.0], [300, 0.0024], [150, 0.0075], [112, 0.0307], [93, 0.043], [88, 0.0695], [86, 0.0834], [86, 0.0963]]"
degree_connected,600,1,7,0.2952,86,"[[600, 0.0], [300, 0.0824], [150, 0.1158], [112, 0.168], [93, 0.194], [88, 0.2445], [86, 0.2708], [86, 0.2951]]"
degree_discount,600,1,7,0.1708,141,"[[600, 0.0], [300, 0.0108], [150, 0.0349], [145, 0.1199], [142, 0.1472], [141, 0.1708], [141, 0.1708]]"
degree_threshold,600,1,7,0.1196,44,"[[600, 0.0], [300, 0.0016], [150, 0.0048], [75, 0.0117], [56, 0.0401], [46, 0.0648], [44, 0.1196], [44, 0.1196]]"
high_thetas,600,1,7,0.0641,94,"[[600, 0.0], [300, 0.0013], [150, 0.0044], [112, 0.0132], [102, 0.0246], [97, 0.036], [95, 0.0482], [94, 0.0641], [94, 0.0641]]"
betweenness,600,1,13,0.8604,303,"[[600, 0.0], [303, 0.2865], [303, 0.8604]]"
degree,600,1,13,0.0073,303,"[[600, 0.0], [303, 0.0025], [303, 0.0073]]"
degree_connected,600,1,13,0.2549,304,"[[600, 0.0], [304, 0.0846], [304, 0.2549]]"
degree_discount,600,1,13,0.0276,303,"[[600, 0.0], [303, 0.0095], [303, 0.0276]]"
degree_threshold,600,1,13,0.0274,79,"[[600, 0.0], [300, 0.0017], [150, 0.0053], [79, 0.013], [79, 0.0274]]"
high_thetas,600,1,13,0.0604,84,"[[600, 0.0], [300, 0.0013], [150, 0.004], [112, 0.0149], [93, 0.0232], [84, 0.0362], [84, 0.0604]]"
betweenness,600,1,17,2.9544,36,"[[600, 0.0], [300, 0.2896], [150, 0.5775], [75, 0.8703], [37, 1.1788], [36, 2.9544], [36, 2.9544]]"
degree,600,1,17,0.1223,33,"[[600, 0.0], [300, 0.0022], [150, 0.0071], [75, 0.0181], [37, 0.042], [34, 0.0938], [33, 0.1223], [33, 0.1223]]"
degree_connected,600,1,17,0.2492,32,"[[600, 0.0], [300, 0.0829], [150, 0.116], [75, 0.137], [37, 0.1637], [32, 0.2099], [32, 0.2492]]"
degree_discount,600,1,17,0.2515,40,"[[600, 0.0], [300, 0.0087], [150, 0.0221], [75, 0.0472], [56, 0.1006], [46, 0.1392], [41, 0.1849], [40, 0.2515], [40, 0.2515]]"
degree_threshold,600,1,17,0.0916,27,"[[600, 0.0], [300, 0.0016], [150, 0.0044], [75, 0.0101], [37, 0.0207], [27, 0.0477], [27, 0.0916]]"
high_thetas,600,1,17,0.0386,94,"[[600, 0.0], [300, 0.0013], [150, 0.0043], [112, 0.0096], [102, 0.0168], [97, 0.0235], [95, 0.0311], [94, 0.0386], [94, 0.0386]]"
betweenness,600,1,42,2.6759,101,"[[600, 0.0], [300, 0.2934], [150, 0.5881], [143, 0.8847], [109, 1.1822], [101, 1.4835], [101, 2.6759]]"
degree,600,1,42,0.0768,97,"[[600, 0.0], [300, 0.0024], [150, 0.0076], [128, 0.0198], [101, 0.0281], [97, 0.0391], [97, 0.0768]]"
degree_connected,600,1,42,0.2813,97,"[[600, 0.0], [300, 0.0828], [150, 0.1158], [129, 0.1404], [102, 0.1646], [97, 0.188], [97, 0.2813]]"
degree_discount,600,1,42,0.1874,81,"[[600, 0.0], [300, 0.0099], [150, 0.0242], [112, 0.0645], [93, 0.0866], [84, 0.12], [81, 0.1675], [81, 0.1874]]"
degree_threshold,600,1,42,0.1057,43,"[[600, 0.0], [300, 0.0017], [150, 0.0048], [75, 0.0115], [56, 0.042], [46, 0.0555], [43, 0.0888], [43, 0.1057]]"
high_thetas,600,1,42,0.0275,108,"[[600, 0.0], [300, 0.0013], [150, 0.0044], [112, 0.0109], [109, 0.0198], [108, 0.0275], [108, 0.0275]]"
betweenness,600,1,53,2.9751,56,"[[600, 0.0], [300, 0.2859], [150, 0.5771], [75, 0.8738], [56, 1.4668], [56, 2.9751]]"
degree,600,1,53,0.0969,61,"[[600, 0.0], [300, 0.0024], [150, 0.007], [75, 0.0165], [65, 0.0574], [62, 0.0832], [61, 0.0969], [61, 0.0969]]"
degree_connected,600,1,53,0.2554,61,"[[600, 0.0], [300, 0.0819], [150, 0.1141], [75, 0.1334], [65, 0.1928], [62, 0.2342], [61, 0.2554], [61, 0.2554]]"
degree_discount,600,1,53,0.2677,52,"[[600, 0.0], [300, 0.0088], [150, 0.0211], [75, 0.0421], [56, 0.0988], [53, 0.2291], [52, 0.2677], [52, 0.2677]]"
degree_threshold,600,1,53,0.1146,26,"[[600, 0.0], [300, 0.0017], [150, 0.0045], [75, 0.01], [37, 0.0232], [27, 0.0617], [26, 0.1146], [26, 0.1146]]"
high_thetas,600,1,53,0.066,90,"[[600, 0.0], [300, 0.0013], [150, 0.004], [112, 0.0158], [93, 0.0276], [90, 0.0575], [90, 0.066]]"
betweenness,600,1,99,0.8587,303,"[[600, 0.0], [303, 0.2871], [303, 0.8587]]"
degree,600,1,99,0.0073,303,"[[600, 0.0], [303, 0.0025], [303, 0.0073]]"
degree_connected,600,1,99,0.2475,303,"[[600, 0.0], [303, 0.0822], [303, 0.2475]]"
degree_discount,600,1,99,0.0266,303,"[[600, 0.0], [303, 0.009], [303, 0.0266]]"
degree_threshold,600,1,99,0.0124,153,"[[600, 0.0], [300, 0.0021], [153, 0.0056], [153, 0.0124]]"
high_thetas,600,1,99,0.033,132,"[[600, 0.0], [300, 0.0014], [150, 0.0049], [140, 0.0155], [135, 0.0214], [133, 0.0272], [132, 0.033], [132, 0.033]]"
betweenness,600,1,101,2.6726,53,"[[600, 0.0], [300, 0.2849], [150, 0.5742], [75, 0.8731], [56, 1.4726], [53, 2.3744], [53, 2.6726]]"
degree,600,1,101,0.1109,65,"[[600, 0.0], [300, 0.0028], [150, 0.0096], [75, 0.0221], [65, 0.0603], [65, 0.1109]]"
degree_connected,600,1,101,0.2593,62,"[[600, 0.0], [300, 0.0831], [150, 0.1169], [75, 0.1393], [65, 0.1967], [62, 0.2393], [62, 0.2593]]"
degree_discount,600,1,101,0.1468,119,"[[600, 0.0], [300, 0.0094], [150, 0.0248], [131, 0.0757], [121, 0.097], [119, 0.1468], [119, 0.1468]]"
degree_threshold,600,1,101,0.1137,27,"[[600, 0.0], [300, 0.0017], [150, 0.005], [75, 0.0114], [37, 0.0279], [27, 0.0549], [27, 0.1137]]"
high_thetas,600,1,101,0.0266,100,"[[600, 0.0], [300, 0.0013], [150, 0.004], [112, 0.01], [102, 0.0178], [100, 0.0266], [100, 0.0266]]"
betweenness,600,5,1,0.8766,303,"[[600, 0.0], [303, 0.289], [303, 0.8766]]"
degree,600,5,1,0.0088,304,"[[600, 0.0], [304, 0.003], [304, 0.0088]]"
degree_connected,600,5,1,0.2506,304,"[[600, 0.0], [304, 0.0831], [304, 0.2506]]"
degree_discount,600,5,1,0.105,183,"[[600, 0.0], [300, 0.0094], [183, 0.0248], [183, 0.105]]"
degree_threshold,600,5,1,0.0032,302,"[[600, 0.0], [302, 0.0017], [302, 0.0032]]"
high_thetas,600,5,1,0.0607,89,"[[600, 0.0], [300, 0.0013], [150, 0.0044], [112, 0.012], [93, 0.0239], [90, 0.0463], [89, 0.0607], [89, 0.0607]]"
betweenness,600,5,2,2.0523,178,"[[600, 0.0], [300, 0.2928], [178, 0.5884], [178, 2.0523]]"
degree,600,5,2,0.0286,180,"[[600, 0.0], [300, 0.0024], [182, 0.0076], [180, 0.0246], [180, 0.0286]]"
degree_connected,600,5,2,0.3106,172,"[[600, 0.0], [300, 0.0836], [182, 0.1169], [174, 0.1943], [172, 0.2722], [172, 0.3106]]"
degree_discount,600,5,2,0.0864,182,"[[600, 0.0], [300, 0.0103], [182, 0.0241], [182, 0.0864]]"
degree_threshold,600,5,2,0.0739,69,"[[600, 0.0], [300, 0.0018], [150, 0.005], [75, 0.0117], [69, 0.0325], [69, 0.0739]]"
high_thetas,600,5,2,0.0299,100,"[[600, 0.0], [300, 0.0013], [150, 0.0044], [112, 0.0113], [102, 0.02], [100, 0.0299], [100, 0.0299]]"
betweenness,600,5,3,0.5706,302,"[[600, 0.0], [302, 0.2853], [302, 0.5706]]"
degree,600,5,3,0.0048,302,"[[600, 0.0], [302, 0.0024], [302, 0.0048]]"
degree_connected,600,5,3,0.1653,302,"[[600, 0.0], [302, 0.0826], [302, 0.1653]]"
degree_discount,600,5,3,0.0186,302,"[[600, 0.0], [302, 0.0094], [302, 0.0186]]"
degree_threshold,600,5,3,0.003,302,"[[600, 0.0], [302, 0.0016], [302, 0.003]]"
high_thetas,600,5,3,0.032,119,"[[600, 0.0], [300, 0.0016], [150, 0.0048], [131, 0.0131], [121, 0.0192], [119, 0.032], [119, 0.032]]"
betweenness,600,5,7,0.5798,302,"[[600, 0.0], [302, 0.2926], [302, 0.5798]]"
degree,600,5,7,0.0045,302,"[[600, 0.0], [302, 0.0022], [302, 0.0045]]"
degree_connected,600,5,7,0.1654,302,"[[600, 0.0], [302, 0.0825], [302, 0.1654]]"
degree_discount,600,5,7,0.0223,302,"[[600, 0.0], [302, 0.0112], [302, 0.0223]]"
degree_threshold,600,5,7,0.0077,152,"[[600, 0.0], [300, 0.0017], [152, 0.0048], [152, 0.0077]]"
high_thetas,600,5,7,0.056,96,"[[600, 0.0], [300, 0.0013], [150, 0.0045], [112, 0.0137], [102, 0.0258], [97, 0.0369], [96, 0.056], [96, 0.056]]"
betweenness,600,5,13,0.8664,303,"[[600, 0.0], [303, 0.2883], [303, 0.8664]]"
degree,600,5,13,0.008,303,"[[600, 0.0], [303, 0.0027], [303, 0.008]]"
degree_connected,600,5,13,0.255,304,"[[600, 0.0], [304, 0.0844], [304, 0.255]]"
degree_discount,600,5,13,0.037,305,"[[600, 0.0], [305, 0.0092], [305, 0.037]]"
degree_threshold,600,5,13,0.0085,152,"[[600, 0.0], [300, 0.0016], [152, 0.0051], [152, 0.0085]]"
high_thetas,600,5,13,0.0588,84,"[[600, 0.0], [300, 0.0013], [150, 0.004], [112, 0.0153], [93, 0.0239], [84, 0.0376], [84, 0.0588]]"
betweenness,600,5,17,2.3499,78,"[[600, 0.0], [300, 0.2895], [150, 0.5827], [103, 0.8775], [89, 1.1694], [82, 1.4628], [78, 1.7608], [78, 2.3499]]"
degree,600,5,17,0.0551,103,"[[600, 0.0], [300, 0.0024], [150, 0.0078], [103, 0.0171], [103, 0.0551]]"
degree_connected,600,5,17,0.2474,103,"[[600, 0.0], [300, 0.0828], [150, 0.1161], [103, 0.1352], [103, 0.2474]]"
degree_discount,600,5,17,0.1465,94,"[[600, 0.0], [300, 0.0092], [150, 0.0249], [102, 0.0473], [100, 0.0686], [94, 0.0888], [94, 0.1465]]"
degree_threshold,600,5,17,0.092,33,"[[600, 0.0], [300, 0.0016], [150, 0.0047], [75, 0.0108], [37, 0.0225], [34, 0.0783], [33, 0.092], [33, 0.092]]"
high_thetas,600,5,17,0.0311,96,"[[600, 0.0], [300, 0.0013], [150, 0.0041], [112, 0.0098], [102, 0.0168], [97, 0.0235], [96, 0.0311], [96, 0.0311]]"
betweenness,600,5,42,0.5836,302,"[[600, 0.0], [302, 0.2909], [302, 0.5836]]"
degree,600,5,42,0.005,302,"[[600, 0.0], [302, 0.0025], [302, 0.005]]"
degree_connected,600,5,42,0.1664,302,"[[600, 0.0], [302, 0.0831], [302, 0.1664]]"
degree_discount,600,5,42,0.0183,301,"[[600, 0.0], [302, 0.009], [301, 0.0183], [301, 0.0183]]"
degree_threshold,600,5,42,0.0239,80,"[[600, 0.0], [300, 0.0017], [150, 0.0051], [82, 0.0117], [80, 0.0181], [80, 0.0239]]"
high_thetas,600,5,42,0.0291,108,"[[600, 0.0], [300, 0.0013], [150, 0.0044], [112, 0.0112], [109, 0.0222], [108, 0.0291], [108, 0.0291]]"
betweenness,600,5,53,2.3416,68,"[[600, 0.0], [300, 0.2864], [150, 0.5735], [75, 0.8683], [68, 1.7543], [68, 2.3416]]"
degree,600,5,53,0.0862,66,"[[600, 0.0], [300, 0.0026], [150, 0.0076], [75, 0.0183], [70, 0.0616], [67, 0.0739], [66, 0.0862], [66, 0.0862]]"
degree_connected,600,5,53,0.2559,75,"[[600, 0.0], [300, 0.0826], [150, 0.1153], [75, 0.1358], [75, 0.2559]]"
degree_discount,600,5,53,0.2049,66,"[[600, 0.0], [300, 0.0092], [150, 0.0222], [75, 0.0479], [70, 0.1453], [67, 0.1739], [66, 0.2049], [66, 0.2049]]"
degree_threshold,600,5,53,0.1141,31,"[[600, 0.0], [300, 0.0016], [150, 0.0047], [75, 0.0102], [37, 0.0245], [32, 0.0528], [31, 0.1141], [31, 0.1141]]"
high_thetas,600,5,53,0.066,91,"[[600, 0.0], [300, 0.0013], [150, 0.004], [112, 0.017], [93, 0.0291], [91, 0.066], [91, 0.066]]"
betweenness,600,5,99,0.8612,304,"[[600, 0.0], [304, 0.289], [304, 0.8612]]"
degree,600,5,99,0.0069,304,"[[600, 0.0], [304, 0.0025], [304, 0.0069]]"
degree_connected,600,5,99,0.2474,304,"[[600, 0.0], [304, 0.0819], [304, 0.2474]]"
degree_discount,600,5,99,0.0343,305,"[[600, 0.0], [305, 0.0089], [305, 0.0343]]"
degree_threshold,600,5,99,0.0032,302,"[[600, 0.0], [302, 0.0016], [302, 0.0032]]"
high_thetas,600,5,99,0.0261,135,"[[600, 0.0], [300, 0.0013], [150, 0.0049], [140, 0.0155], [135, 0.0213], [135, 0.0261]]"
betweenness,600,5,101,1.7448,151,"[[600, 0.0], [300, 0.2882], [167, 0.5804], [158, 0.8728], [154, 1.1633], [152, 1.4558], [151, 1.7448], [151, 1.7448]]"
degree,600,5,101,0.0058,302,"[[600, 0.0], [302, 0.0029], [302, 0.0058]]"
degree_connected,600,5,101,0.1662,302,"[[600, 0.0], [302, 0.0831], [302, 0.1662]]"
degree_discount,600,5,101,0.0482,306,"[[600, 0.0], [314, 0.01], [307, 0.0196], [306, 0.0482], [306, 0.0482]]"
degree_threshold,600,5,101,0.0076,152,"[[600, 0.0], [300, 0.0016], [152, 0.0046], [152, 0.0076]]"
high_thetas,600,5,101,0.0277,101,"[[600, 0.0], [300, 0.0013], [150, 0.0042], [112, 0.0102], [102, 0.018], [101, 0.0277], [101, 0.0277]]"
betweenness,600,10,1,0.8741,304,"[[600, 0.0], [304, 0.2931], [304, 0.8741]]"
degree,600,10,1,0.0103,314,"[[600, 0.0], [322, 0.0023], [314, 0.005], [314, 0.0103]]"
degree_connected,600,10,1,0.3442,314,"[[600, 0.0], [323, 0.0818], [314, 0.1687], [314, 0.3442]]"
degree_discount,600,10,1,0.0372,306,"[[600, 0.0], [306, 0.0095], [306, 0.0372]]"
degree_threshold,600,10,1,0.0032,302,"[[600, 0.0], [302, 0.0017], [302, 0.0032]]"
high_thetas,600,10,1,0.0513,91,"[[600, 0.0], [300, 0.0014], [150, 0.0045], [112, 0.013], [93, 0.0243], [91, 0.0513], [91, 0.0513]]"
betweenness,600,10,2,0.5875,302,"[[600, 0.0], [302, 0.2936], [302, 0.5875]]"
degree,600,10,2,0.028,192,"[[600, 0.0], [300, 0.0024], [192, 0.0073], [192, 0.028]]"
degree_connected,600,10,2,0.239,183,"[[600, 0.0], [300, 0.0837], [192, 0.1167], [183, 0.1968], [183, 0.239]]"
degree_discount,600,10,2,0.045,313,"[[600, 0.0], [313, 0.009], [313, 0.045]]"
degree_threshold,600,10,2,0.0181,77,"[[600, 0.0], [300, 0.0019], [150, 0.0052], [77, 0.0117], [77, 0.0181]]"
high_thetas,600,10,2,0.0331,106,"[[600, 0.0], [300, 0.0013], [150, 0.0045], [112, 0.0117], [107, 0.0226], [106, 0.0331], [106, 0.0331]]"
betweenness,600,10,3,0.863,303,"[[600, 0.0], [303, 0.2838], [303, 0.863]]"
degree,600,10,3,0.0053,302,"[[600, 0.0], [302, 0.0027], [302, 0.0053]]"
degree_connected,600,10,3,0.2487,303,"[[600, 0.0], [303, 0.0826], [303, 0.2487]]"
degree_discount,600,10,3,0.0915,173,"[[600, 0.0], [300, 0.0092], [173, 0.0237], [173, 0.0915]]"
degree_threshold,600,10,3,0.0028,302,"[[600, 0.0], [302, 0.0014], [302, 0.0028]]"
high_thetas,600,10,3,0.0312,119,"[[600, 0.0], [300, 0.0015], [150, 0.0047], [131, 0.0125], [121, 0.0186], [119, 0.0312], [119, 0.0312]]"
betweenness,600,10,7,0.8661,303,"[[600, 0.0], [303, 0.2873], [303, 0.8661]]"
degree,600,10,7,0.0066,303,"[[600, 0.0], [303, 0.0022], [303, 0.0066]]"
degree_connected,600,10,7,0.248,303,"[[600, 0.0], [303, 0.0823], [303, 0.248]]"
degree_discount,600,10,7,0.0312,304,"[[600, 0.0], [304, 0.0106], [304, 0.0312]]"
degree_threshold,600,10,7,0.0107,153,"[[600, 0.0], [300, 0.0019], [153, 0.0048], [153, 0.0107]]"
high_thetas,600,10,7,0.0492,98,"[[600, 0.0], [300, 0.0013], [150, 0.0045], [112, 0.0132], [102, 0.024], [99, 0.0389], [98, 0.0492], [98, 0.0492]]"
betweenness,600,10,13,0.8628,304,"[[600, 0.0], [304, 0.2861], [304, 0.8628]]"
degree,600,10,13,0.0088,304,"[[600, 0.0], [304, 0.003], [304, 0.0088]]"
degree_connected,600,10,13,0.3427,305,"[[600, 0.0], [305, 0.0849], [305, 0.3427]]"
degree_discount,600,10,13,0.0274,304,"[[600, 0.0], [304, 0.0091], [304, 0.0274]]"
degree_threshold,600,10,13,0.0121,153,"[[600, 0.0], [300, 0.0017], [153, 0.0052], [153, 0.0121]]"
high_thetas,600,10,13,0.0631,84,"[[600, 0.0], [300, 0.0014], [150, 0.0042], [112, 0.0153], [93, 0.0244], [84, 0.0398], [84, 0.0631]]"
betweenness,600,10,17,0.8564,303,"[[600, 0.0], [303, 0.2868], [303, 0.8564]]"
degree,600,10,17,0.0065,303,"[[600, 0.0], [303, 0.0022], [303, 0.0065]]"
degree_connected,600,10,17,0.2499,303,"[[600, 0.0], [303, 0.0831], [303, 0.2499]]"
degree_discount,600,10,17,0.0268,303,"[[600, 0.0], [303, 0.0089], [303, 0.0268]]"
degree_threshold,600,10,17,0.0104,153,"[[600, 0.0], [300, 0.0018], [153, 0.0047], [153, 0.0104]]"
high_thetas,600,10,17,0.026,97,"[[600, 0.0], [300, 0.0013], [150, 0.0042], [112, 0.0102], [102, 0.0175], [97, 0.0251], [97, 0.026]]"
betweenness,600,10,42,0.8771,304,"[[600, 0.0], [304, 0.2941], [304, 0.8771]]"
degree,600,10,42,0.0075,303,"[[600, 0.0], [303, 0.0025], [303, 0.0075]]"
degree_connected,600,10,42,0.2493,303,"[[600, 0.0], [303, 0.0827], [303, 0.2493]]"
degree_discount,600,10,42,0.0279,303,"[[600, 0.0], [303, 0.0089], [303, 0.0279]]"
degree_threshold,600,10,42,0.008,152,"[[600, 0.0], [300, 0.0017], [152, 0.0049], [152, 0.008]]"
high_thetas,600,10,42,0.0364,101,"[[600, 0.0], [300, 0.0013], [150, 0.0045], [112, 0.0116], [102, 0.0206], [101, 0.0364], [101, 0.0364]]"
betweenness,600,10,53,0.8692,303,"[[600, 0.0], [303, 0.2923], [303, 0.8692]]"
degree,600,10,53,0.0065,303,"[[600, 0.0], [303, 0.0022], [303, 0.0065]]"
degree_connected,600,10,53,0.2463,303,"[[600, 0.0], [303, 0.0818], [303, 0.2463]]"
degree_discount,600,10,53,0.0172,302,"[[600, 0.0], [302, 0.0084], [302, 0.0172]]"
degree_threshold,600,10,53,0.0032,302,"[[600, 0.0], [302, 0.0016], [302, 0.0032]]"
high_thetas,600,10,53,0.0632,93,"[[600, 0.0], [300, 0.0013], [150, 0.004], [112, 0.0111], [93, 0.0231], [93, 0.0632]]"
betweenness,600,10,99,0.8716,304,"[[600, 0.0], [304, 0.2895], [304, 0.8716]]"
degree,600,10,99,0.0073,304,"[[600, 0.0], [304, 0.0025], [304, 0.0073]]"
degree_connected,600,10,99,0.2469,304,"[[600, 0.0], [304, 0.0818], [304, 0.2469]]"
degree_discount,600,10,99,0.0267,307,"[[600, 0.0], [311, 0.009], [307, 0.0178], [307, 0.0267]]"
degree_threshold,600,10,99,0.0033,302,"[[600, 0.0], [302, 0.0017], [302, 0.0033]]"
high_thetas,600,10,99,0.0314,127,"[[600, 0.0], [300, 0.0014], [150, 0.0053], [131, 0.0144], [128, 0.0242], [127, 0.0314], [127, 0.0314]]"
betweenness,600,10,101,0.5809,302,"[[600, 0.0], [302, 0.2882], [302, 0.5809]]"
degree,600,10,101,0.0121,312,"[[600, 0.0], [312, 0.0025], [312, 0.0121]]"
degree_connected,600,10,101,0.3383,309,"[[600, 0.0], [312, 0.0825], [309, 0.1674], [309, 0.3383]]"
degree_discount,600,10,101,0.0452,311,"[[600, 0.0], [311, 0.0093], [311, 0.0452]]"
degree_threshold,600,10,101,0.0107,153,"[[600, 0.0], [300, 0.0016], [153, 0.0047], [153, 0.0107]]"
high_thetas,600,10,101,0.029,101,"[[600, 0.0], [300, 0.0013], [150, 0.0043], [112, 0.0108], [102, 0.019], [101, 0.029], [101, 0.029]]"
betweenness,600,20,1,1.7371,325,"[[600, 0.0], [325, 0.2908], [325, 1.7371]]"
degree,600,20,1,0.0119,327,"[[600, 0.0], [327, 0.0021], [327, 0.0119]]"
degree_connected,600,20,1,0.5379,328,"[[600, 0.0], [328, 0.0822], [328, 0.5379]]"
degree_discount,600,20,1,0.0461,310,"[[600, 0.0], [310, 0.0093], [310, 0.0461]]"
degree_threshold,600,20,1,0.0066,307,"[[600, 0.0], [307, 0.0017], [307, 0.0066]]"
